drug,author,herb_part,bot_name,disease_category,taste,potency,ultimate_taste,inherent_action
serankottai legiyam,Therayar ,,Cuminum cyminum,Diabetes,"Pungent , Sweet",Cold ,Sweet,"Agatuvaiyagatri,Vepammundaki,Pasitheethundi,Thuvarpi"
sambiranipoo,Therayar ,,Boswellia serrata,Diabetes,Bitter,Hot,Spicy ,"Pasitheethundi,Viyarvaiperuki,Thuvarpi,Kulirchiyundaki,Siruneerpruki,Rudhuundaki,Kollaiyagatri"
,,,venrasam,Diabetes,null,null,null,null
sambiranipoo,Therayar ,,Myristica fragrans,Diabetes,"Astringent , Pungent",Hot,Spicy ,"Vekkammundaki,Agatuvaiyagatri,Moorchaiyundaki,Manamooti,Kaamaperuki,Uramaki"
sambiranipoo,Therayar ,,Piper Cubeba,Diabetes,"Pungent, viruvirupu",Hot,Spicy ,"veppamundaki,agatuvaiagatri,siruneerperuki,kolaiyagatri"
sambiranipoo,Therayar ,,Buchanania lanzan,Diabetes,Sweet,Cold ,Sweet,Enbaperruki
sambiranipoo,Therayar ,,Syzygium aromaticum,Diabetes,"pungent , Viruvirupu",Hot,Spicy ,"Esivagatri,Agatuvaiyagatri,Pasitheethundi"
sambiranipoo,Therayar ,,Oldenlandia umbellata,Diabetes,Sweet,Cold ,Sweet,"Kollaiyagatri,Kuruthiperukadaki,Pithaneerperuki"
sambiranipoo,Therayar ,,Coscinium fenestratum,Diabetes,Bitter,Hot,Spicy ,"veppagatri,pasithithundi,uramaki"
sambiranipoo,Therayar ,,Chrysanthemum indicum,Diabetes,Bitter,Hot,Pungent ,"Malamilaki,Vepammundaki,Muraivepagatri,Uramaki"
sambiranipoo,Therayar ,,Plumbago zeylanica,Diabetes,"Kasapu , virivirupu",Hot,Spicy ,"Muraivepagatri,Viyarvaiperuki"
sambiranipoo,Therayar ,,Indigofera aspalathoides,Diabetes,Bitter,Hot,Spicy ,"Vepammundaki,Ulalalatri"
kodasalak kulikai,Therayar ,,Terminalia chebula,Diabetes,Astringent,Hot,Sweet,null
kodasalak kulikai,Therayar ,,Phyllanthus emblica,Diabetes,"Sour, Astringent, sweet",Cold ,Sweet,null
kodasalak kulikai,Therayar ,,Terminalia bellirica ,Diabetes,Astringent,Hot,Sweet,"Thuvarpi,kolaiagatri,malamilaki,uramaki"
kodasalak kulikai,Therayar ,Dried rhizome ,Zingiber officinale,Diabetes,Pungent,Hot,Spicy ,"Agatuvaiyagatri,Pasitheethuntri,Umilneerperuki,Seripundaki,Vepamundaki,Thadipundaki"
kodasalak kulikai,Therayar ,,Piper nigrum,Diabetes,"Bitter, Pungent ",Hot,Spicy ,"karalundaki,agatuvaiagatri,muraiveppagatri,thadipuundaki,veppamundaki,veekankaraichi,vathamadaiki,nachheri"
kodasalak kulikai,Therayar ,,Piper longum,Diabetes,sweet,Cold ,Sweet,null
,,,pavalam,Diabetes,null,null,null,null
,,,kolamoothiram,Diabetes,null,null,null,null
kodasalak kulikai,Therayar ,,Costus speciosus,Diabetes,"Bitter , Viruvirupu",Hot,Spicy ,"Pasitheethundi,Kollaiyagatri,Uramaki,Vepammundaki,Viyarvaiperuki"
kodasalak kulikai,Therayar ,,Coccinia grandis,Diabetes,Sweet,Cold ,Sweet,"Kollaiyagatri,Esivagatri,Muraivepagatri,Vepammundaki,Viyarvaiperuki"
kodasalak kulikai,Therayar ,,Curculigo orchioides,Diabetes,sweet,Cold ,Sweet,"uramaki,siruneerperuki,thuvarpi,agatuvaiagatri,varatchiyagatri"
kodasalak kulikai,Therayar ,,Cyperus rotundus,Diabetes,null,null,null,"Thuvarpi,Vepammundaki,Uramaki,Siruneerperuki,Viyarvaiperuki,Ulalalatri,Rudhuundaki,Puluvagatri"
kodasalak kulikai,Therayar ,,Andrographis echioides,Diabetes,"Bitter , Astringent ",Cold ,Spicy ,null
kodasalak kulikai,Therayar ,,Aridaram ,Diabetes,null,null,null,null
